URL	Center	Sides Open	Side 1	Side 2	Side 3	Side 4	Side 5	Side 6	Used on Map	has match	
https://imgur.com/undefined	Blank	2,4	TBDTCCH	HPCBBDC	TDCHTBS	BPTCSBP	HHHTSBP	CBHHBBD			
https://gamerdvr.com/gamer/viirus/screenshot/14479571	None	2,6	TPSCDTP	PCPSTDC	HBCPPDD	STTCPBS	DDBDHHS	STPTHBH			
https://cdn.discordapp.com/attachments/150793788472688640/667060419612901376/Destiny_2_Screenshot_2020.01.15_-_17.35.07.53.png	Diamond	2	DHPTPPP	CSTBSDB	BCDHDPH	HDBHCTH	SHPBDCH	CHSCCPH			
https://cdn.discordapp.com/attachments/489660493712326668/667062210572451860/unknown.png	Blank	2,3,4	HDTHBBS	PPHCBTS	HSDBCSC	HDCBCBT	SDDSSPH	DCPBPCT			
https://cdn.discordapp.com/attachments/666873697763590144/667065246313218108/unknown.png	Blank	1,3,4	CHTCCPC	DCHTPHB	CSBDSDS	TSTSSSC	BBBBBBB	BBBBBBBB			
https://i.imgur.com/pN3z8Kh.png	Blank	5	HDDCBCP	PHTSCPT	HTCCTDP	SPBPHTH	HSHSSSB	DHBBDSH			
https://gamerdvr.com/gamer/viirus/screenshot/14479666	none	4,6	CSSHHDD	PTHHCDC	DPSSPDD	PSBBDCC	BBDDCCC	PTDDDTT			
https://cdn.discordapp.com/attachments/666873697763590144/667066046360059915/20200115130022_1.jpg	Blank	2,3,6	CDCDPBB	CCDBBHB	CCSDTDD	HBSPSPP	TSPDCSS	SHCSDPT			
https://imgur.com/OlCi6WI	Blank	1,4,6	PCBTDPP	HCDPTBT	CCHCSBT	CSTDSTD	PTTHCTC	TCDBDHP 			
https://imgur.com/undefined	Diamond	1,2	DHSSTHS	HBDHBDH	HDHHPBB	HBHPPPC	PSCBBPP	PBTTDPD			
https://i.imgur.com/h43EqKz.jpg	Blank	1, 6	TTDBDBS	HHSBBHT	CCSHSBD	PDTHDSH	TBPHHBS	PTTTBCP	YES		
https://cdn.discordapp.com/attachments/360746184492580876/667070059880906772/Destiny_2_Screenshot_2020.01.15_-_21.15.51.42.png	Blank	6	SDDHPDH	PBTCSCD	TPCSCTS	PTHHPCH	HDSTPBC	HHBHDDS			
https://i.imgur.com/w4L2ywQ.jpg	Blank	1,2,5	PHCSCDB	CBHBBDH	TTTBBPD	SSCPBBP	PPBTHHC	CCTCBBT			
https://cdn.discordapp.com/attachments/492261508730978315/667081032268251136/tiger_release_final_20200115_000146.png	Blank	2,4	DPCSCTS	PSBHBDP	HHSBBTB	TTCHDHP	CCPTDBC	SPBSBDD			
https://i.imgur.com/jhBiamc.png	Snake	4	SDCPHDT	CCPSPSP	BTDHSSH	BBBBBBB	HSDPSTC	DDSPBHH			
https://i.imgur.com/z7oCHdS.png	Blank	None	DTCHSPC	CDBPCBS	PSTCDPT	HHHPCBH	CSPSCBD	HCTBCTH			
https://i.imgur.com/o7XVrwl.png	Hex	None	TCSCHCP	HTDTHHD	TDBCTSB	DDBBDHP	TBSSBCP	CTDPHTD			
https://i.imgur.com/oANoqXt.png	Blank	6	CCCPHTC	SBHHHCD	TDTHPTP	PBSHCDS	HHTPPHP	PBTCDDC			
https://i.imgur.com/ufdIpnZ.png	Blank	2	CSPDTPS	BPSDDBS	HTPTSPC	TPPPBHD	DPTDCBP	PTHSTPS			
https://gamerdvr.com/gamer/fallenlove480/screenshot/14480307	Blank	0	DDSCSDB	SPSSHCT	BHPCBPD	SSCBBCD	BDSTBDP	SCTCDBC			
https://i.imgur.com/dL4hxHt.png	Blank	2, 5	THCCBSD	TTCSPSD	BCDBBST	DCTBTHH	CHHBDHH	HDDCPBT			
https://i.imgur.com/5KxENx9.png	Blank	4, 5, 6	BPPCSHC	BSDBDTS	CPPCTSS	DHCHSDD	BBSCTPH	CDTTBSP			
https://i.imgur.com/V9pdbsV.png	Blank	3, 6	THTPHTS	TSCBSCD	DHTHHTS	CSDTDTC	HDPPPBT	BTPPHBB			
https://cdn.discordapp.com/attachments/433747236187275275/667093846173286430/tiger_release_final_20200115_124507.png	Diamond	1	BBBBBBB	HTHDTTS	BHDSPTD	BPHHTCC	DPTHBPT	DPCDDDP			
https://i.imgur.com/wXw9ATu.png	Plus	1, 2, 6	DDHHSPB	DSSSDDC	BHPCBCB	CHDHSBS	SCTTHPB	TPPHPPD			
https://i.imgur.com/7eqewaD.png	Clover	2, 4	TCHPBSH	CDTPDTS	CDTTBST	DPPBTSD	PTCHTTP	PPSCPDP			
https://xboxclips.com/Yoo%20Rj/screenshots/d8f017c9-2814-4afe-b641-2aaad4056058	Blank	2	TPTHCSD	CDDBSDT	DBBTSHP	HTHCCST	HTHCCST	HTPHHBP			
https://cdn.discordapp.com/attachments/433747236187275275/667096461787267197/tiger_release_final_20200115_130232.png	Blank	None	SPBDSBB	HHTHHCH	TCBPTSB	STDBCDS	CSPBSDT	THDCBPC			
https://media.discordapp.net/attachments/667096746232381453/667096916701741066/Destiny_2_1_15_2020_1_13_03_PM.png?width=1442&height=609	Blank	6,3	SSCTSPH	DSHSSPS	TDSHSDH	PBDTPDT	TTDHDPC	CTPHDDS			
https://i.imgur.com/xMIdKiC.png	Blank	2, 4	CBHSHDS	STHSSHC	HPTTSDH	DDDCTCP	TSBHHST	DCHSHTC			
https://cdn.discordapp.com/attachments/666872924967403550/667097566587912224/tiger_release_final_20200115_210524.png	snake	1,5	dspchpd	bctcppb	ppccbhh	ddtcsps	hsddhpp	sspbcpp			
https://pasteboard.co/IQ7YIYq.jpg	Blank	1,4	TCCCPCP	SPDCBCS	BPCCCPB	PPPDTSB	DTBDDDC	HCPPCTH			
https://cdn.discordapp.com/attachments/666873697763590144/667100816179593236/image0.jpg	Blank	3,6	Sbpdhbs	Ppbhtcc	Dcbttpd	Tphdshs	Dptdcch	Bbbtpss			
https://i.imgur.com/LJDei8k.png	Blank	5	TSHHTDH	DPBCPPC	BCDPCBP	BCCDDTD	TDCPBDP	CHPTSBC			
https://i.imgur.com/WEbHCbG.png	Hex	6	CHDCCCD	HBDPCTC	BHTDCPP	CBSPBBD	TCCSDDB	DPPSHSB			
https://media.discordapp.net/attachments/666873697763590144/667103074548187171/tiger_release_final_20200115_122821.png?width=1116&height=628	Blank	None	SDSCBH	HSPCCPD	DDPTCPH	PDCTBPP	DTPPHDP	CTSPTHT			
https://cdn.discordapp.com/attachments/666873697763590144/667104215193223195/unknown.png	Blank	3 and 6	SSHCPCP	DBSHPCB	CSCPTSP	TSHBCPT	HHHTHBD	DSHHHTT			
https://imgur.com/LlHlAKu	Blank	5,6	HCDPHHB	BBBBBBB	BBBBBBB	BTTHCCT	SCSDCDS	DDTHSDH			
https://cdn.discordapp.com/attachments/666873697763590144/667107166485741611/unknown.png	Blank	2, 4, 6	SDTDHSC	TDSHCTC	DSHBDPH	DPHDDTD	SSPPCSC	CBBHHPD			
https://imgur.com/a/cxC9b9v	Blank	0	bbbpdch	hdphcph	hchscts	pbdscbb	hchbbtd	hbbspsd			
https://puu.sh/F0dDP/f21fa488a1.png	Blank	2, 3, 6	CHCBPSH	CDBSTSB	TDCPSBD	SCDHHHD	CPTHPTC	HDDTTTP	YES		
https://imgur.com/gallery/rO4ql6P	Blank	0	pphsdht	dhtsphc	cpsctpc	tdddpdd	pcpbbcb	pttsttc			
											
https://i.paste.pics/f5d799d7c6deb99ceae42abbd210e392.png	Clover	2,3	HSHHBTB	DBDCDCP	PCBHBHC	BTHTCCD	CCTPDHT	BPHSDBH			
https://cdn.discordapp.com/attachments/666873697763590144/667109873624023081/unknown.png	Clover	3,5	TSTCDHP	TSBCDHC	DCTTTDH	SCDPDPC	CCBDCHT	CBHTBSB			
https://cdn.discordapp.com/attachments/666873697763590144/666966781931552768/emblem3.png	Blank	3,5	BDSBBSP	TTSBPHT	SHTDTSD	HDCDDTD	CPDPTTT	TTHHCHH			
https://cdn.discordapp.com/attachments/666873697763590144/666961799618363394/emblem2.png	Blank	2,3,6	CHBHDPB	CDSCPHD	HCBPSBH	PPPPDCS	TTSHCTT	HPTBHTS			
https://paste.pics/67d8db8065a2dc819b979400d2f35ddc	Blank	1,5	CPBCHPT	BBBBBBB	BBBBBBB	PPBSBSS	CHDDBDB	TSDDPHB	YES		
https://cdn.discordapp.com/attachments/666873697763590144/666956410042581002/emblem.png	Clover	1	HTCSCTC	HBTCHSP	BHTBPBH	HDCPHBD	BDHBBSB	HHTSBBC			
https://cdn.discordapp.com/attachments/666873697763590144/667110053345755176/emblem_warlock_day_2_hour_1.png	Blank	2,3	DCSHHPT	HHHSPSS	TCTDDSD	HHDSBPD	SCHDCPB	STBBSPD	YES		
https://i.imgur.com/5QeL19g.png	Blank	2,5	SHSHCHH	HDBDSCS	PDPTSST	DDDDDDD	PDBSPCD	PSSSHHP			
https://i.imgur.com/swn77AJ.jpg	BLANK	5	CHHBTSH	PBBBHPS	HHDPPBC	BTHSBSB	TBSSBBH	BTHSBSB	YES		
https://i.imgur.com/C8C2DhB.jpg	Blank	0	ccpbcts	bspstbb	ssdpdbs	dbsshtb	dtdcdpc	hsscddp			
https://cdn.discordapp.com/attachments/666873697763590144/667112357750767656/unknown.png	Hex	1,5	PBTTHST	PBDSBDS	DHSTCCS	HBSHTSH	DCCBPSS	HHDSPSC			
https://cdn.discordapp.com/attachments/666873697763590144/667112508246458388/unknown.png	Snake	2,4,5	DPBCSPS	DHPHTCB	HHTSBBC	PDDSHDC	DDTTCSD	BBSCHST			
https://media.discordapp.net/attachments/666873697763590144/667051719775092756/unknown.png	Hex	3,5,6	BDPSDTB	PTPTDCC	TSBPBST	HTCDDHC	BDCDHSC	SDDPSSC			
https://1drv.ms/u/s!Aj1P-odIS0rxg1ehI9Pj7cAu368o	Blank	1,2,3,4,5,6	TTCTDBS	DDPCHPB	BBPPSHB	PTCHSCT	CTTSBHS	DDSCDBB			
https://cdn.discordapp.com/attachments/628914539005607948/667117405746495488/tiger_release_final_20200115_211510.png	Blank	3,5	stdsdds	chbpstc	hpppcpd	hcphcpd	htpshpp	schbbhb			
https://cdn.discordapp.com/attachments/666873697763590144/667120460713951242/max_1-15.png	Plus	1,3,4	BBDPSSS	DSTBSDB	SHTCCTT	TBDTSTH	STTCHPH	BBTBSHB			
https://imgur.com/a/063pRce	Hex	 2,3	HSTTBTB	TSBPHBT	PBBPTDC	BSCBHSD	PPDBHTH	DDBTPCB			
https://cdn.discordapp.com/attachments/666873697763590144/667124562625822721/image0.jpg	Blank	2,3,5	CHSCPCC	TPDBHDC	HPBPPHB	BDHTBPD	BSHSHHD	PPCSCDS			
https://media.discordapp.net/attachments/667121077377564715/667121485491732523/image0.png	Blank	5,6,1,3	BSPCDPH	CBTCBHH	TBDSTTP	BDSTCDB	HPHDTSD	PBSBSBP			
https://cdn.discordapp.com/attachments/587326709263761459/667127354623000595/Destiny_2_1_15_2020_4_04_38_PM.png	Hex	2,5	DBCSBDH	SCTTHBC	PCTBBDS	HCSDBCP	SSHPSHD	PCPCDDD			
https://cdn.discordapp.com/attachments/666873697763590144/667131053974224907/image0.jpg	Blank	2	TCDHSCB	DBDCCBH	CCTSTHT	BPSCHST	SBDTHDP	DHPDDSD			
https://media.discordapp.net/attachments/666873697763590144/667131948241649665/image0.jpg	Blank	3,6	PTCHDCS	DCSDSBT	HSTBSBB	PDDHHHH	CCDHPTP	HDPTTHP			
https://imgur.com/gallery/Fj8c5RX	Blank	2,5,6	DCPCPCD	SSSBPHT	TTHPCPP	TDSHCCP	SHCDCCP	PHBBPBS			
https://cdn.discordapp.com/attachments/450866221026639873/667142742354296832/20200115_145934.jpg	Diamond	1,3,4	DPSCBSB	DSHCBPB	SHDDHHS	CCHCTSH	CBBPPCH	PDDSPBC			
https://xboxclips.com/EvanP1011/screenshots/523fcf63-d24f-497e-9740-aa445153fec9	Blank	2, 6	SCSBSPB	DTDCCHB	CBDCBHH	SBBPCSB	BSTHTTP	HHDBDDH			
https://cdn.discordapp.com/attachments/647931972013916160/667149004966199314/unknown.png	Blank	5,3	HTTTCTH	DTSBHCT	STPDTBT	PPTSSDP	PPTDHDB	HCHBPHT			
https://cdn.discordapp.com/attachments/546080826727858206/667151977909846047/20200115180204_1.jpg	blank	4	BCHHBDT	DBHDBCD	TBDBHCP	PTSBPSD	BDTSCCC	HHPDCDP			
https://cdn.discordapp.com/attachments/546080826727858206/667152337709826070/20200115181224_1.jpg	Blank	1,3,6	TDSDSPC	HCCSSPP	SPSHPCC	PDCHPPS	DPTDBPB	HDHHBTS			
https://cdn.discordapp.com/attachments/546080826727858206/667153333949038622/20200115182040_1.jpg	Blank	3	TSBDDCB	STSSSTH	CTHPCSC	DDHCDCS	PPSSSPS	TSTHCPT			
https://imgur.com/6MxXOqx	Blank	3,5,6	HDTHDBD	HSBCTBT	SPCBTHS	DBBSCCS	STPTTSD	DCSDBTD			
https://cdn.discordapp.com/attachments/667156414145495042/667156482378170423/tiger_release_final_20200115_234854.png	Blank	4,6	DTHTSHT	SSHHPSS	SDTSPCB	HPPHTPS	SCDSTDT	SHBPPSH			
https://cdn.discordapp.com/attachments/667111309715832877/667155834308001832/20200115_021539.jpg	Blank	2,5,6	CPPDCSD	CDDTCPD	HSPCPTC	TPTHTPC	HBTPSTS	PHPDHPT			
https://cdn.discordapp.com/attachments/667111309715832877/667146386118148118/Screenshot_280.png	Blank	5	THDCBBH	DBPPCBB	SDCDPPC	PSDPTTD	BSCDTHC	SCSHTHB			
https://cdn.discordapp.com/attachments/667156414145495042/667156700628779024/tiger_release_final_20200116_000042.png	Blank	1	PTSTBPP	BCHTSTB	BDHBCTP	TPHHCPP	SSCSDTH	BPPCDSB			
https://media.discordapp.net/attachments/533799987423739904/667157051142569996/unknown.png?width=1201&height=676	Blank	1,2,4,6	PSBBSTH	CDTSPPD	DTBBSBP	BPPPPHH	CDDPPHC	SPSHPCC			
https://cdn.discordapp.com/attachments/510869386391846913/667157377912406047/Destiny_2_1_15_2020_6_56_56_PM.png	Blank	1,2,5	BDTCSTC	BPBSHTD	BCBPSDC	SSBCBCH	PHPTDDD	CCHCSBT			
https://media.discordapp.net/attachments/667111309715832877/667159042325610517/Untitled.png?width=500&height=238	Blank	5	TDSHBPB	HTPPBHP	CTSPHDB	HBBSBSC	BPPCDTC	TPCPTCP			
https://cdn.discordapp.com/attachments/667111309715832877/667159269422137372/tiger_release_final_20200115_215847.png	Blank	2,5	STTBBBH	CBPBCHS	DCCBCPS	DBHDCCS	PBCDBDP	TCBDBSP			
https://cdn.discordapp.com/attachments/667111309715832877/667153021339435050/unknown.png	Blank	3,5,6	CDDHCPS	SPHDSSH	BTTTHSD	HTDSPBP	SHSDTSD	HSBSDBP			
https://media.discordapp.net/attachments/550770211033186310/667143647262801972/FirstMap.png?width=756&height=671	Blank	3.6	DSCDBPS	CPCSSBB	DSPHHDS	HHPBTDP	HHCDCCB	BBDDTDC			
https://cdn.discordapp.com/attachments/666873697763590144/667161211678490652/unknown.png	Blank	2,4	HSCHSST	HTDDTHD	DDSHDHC	TCBHCST	THPBDHH	DSSDPTD			
											
https://media.discordapp.net/attachments/550770211033186310/667143675716829213/SecondMap.png?width=728&height=671	Plus	3,5,6	PPDDBCS	BHTCPDC	STPTTHH	TDPDTPC	CBHDBDH	SDTCTSB			
https://gyazo.com/47c7a592237ef8c93119ddf2d8dbfbd1	Hex	1,5,6	BSBDSSB	CPBHBSB	SHSTCSS	PTBDPDB	BBCHHSS	DCHBHSS			
https://m.imgur.com/a/NcRw3f5	Blank	2 3	DCTPPTP	PDHTDHH	DSCDCTC	PTHHPPP	TSDSSTB	TSSCPTH			
https://gyazo.com/47f3923eaf79ac6665cc77692ff2aabf	PLUS	2,3,4,5	SCSDTHH	TTDHBTH	DDTDTBS	HDDTPPS	DSPPDDB	HSTHHDD			
https://gyazo.com/12adc78e1a6605ffe9c91ac3c2567cf8	BLANK	2,5,6	SHPBBHP	DHTTCPD	SDCBBCP	BHDBBCT	SBCHCBH	SSCDBTD			
https://gyazo.com/85592789d2e99bf30cdeb090a2aabf39	BLANK	1,6	TPHCDTS	CHPBTTT	DPPPDHT	SDDDSBS	SHSCBCC	SBSCDCP			
https://gyazo.com/4adf0cf81322ec91fafee649a7ec28ff	blank	5,6	DCHHCCP	BPSTSTS	SDPSCHD	SSTTBCC	CBHCTHD	HDHHBCT			
https://cdn.discordapp.com/attachments/666873697763590144/667165826989817876/1.PNG	Blank	2,5,6	DDPDSDC	CHDTDHD	CCCPCSS	CTSHTDT	PPTCCHH	PDHTPTT			
https://cdn.discordapp.com/attachments/666873697763590144/667161149653123142/Screen_Shot_2020-01-15_at_4.19.38_PM.png	Blank	1	DTBPPSH	SPBSHBD	HHHCCCH	BCCDTTD	BTDHSPP	DPCTCHC			
https://drive.google.com/file/d/1cCyHPbjRvEvO4mKfhIABLfb1vYmo7maA/view?usp=drivesdk	Blank	N/A	Cstdstd	Phptddd	Cbtdpht	Ttcchhh	Chcbdpc	Tpbdbtb			
https://i.imgur.com/EnjyKWT.png	Plus	2,3,6	PSTDHSC	DCSBPCH	SHPDDHH	SHCCSHB	PDHBBBD	CCDPBBH			
https://cdn.discordapp.com/attachments/666873697763590144/667171247230025767/Destiny_2_1_15_2020_7_50_10_PM.png	Blank	,	CSTTBTC	CDCCBTC	SSHDSCP	DDSCSDB	BBHDPHP	PHSPTCB			
https://gyazo.com/522326e838c439b0a390122647a2a47b	BLANK	3,6	HPPCBHS	PPHDTPC	HTPPPTS	DTDTCCB	CBDDPCD	DSBSDSB			
https://imgur.com/a/FrqTUhM	Blank	1,2,3,4,5,6	SCCDCHC	HTBHHSH	BDDBCBD	PSCBHBC	BCBPTBB	HHHBSDC			
https://media.discordapp.net/attachments/666873697763590144/667172827195113533/Screen_Shot_2020-01-15_at_5.05.22_PM.png?width=721&height=553	Blank	2,5,6	SDPCBTP	DSCTSCD	SPPHCHC	DHBPCTH	DSPPCTS	BCBHSTS			
https://cdn.discordapp.com/attachments/667111309715832877/667174438017695774/20200115191245_1.jpg	Blank	3,6	SPPPHBH	PDPBCDD	DPTPTDH	PPHSDCC	THCTSDT	BTCHBDP	YES		
https://i.imgur.com/uWuRWbs.jpg	Snake	6	HCPTDHP	BTCCSST	DHPSTPC	PTBBSPH	SPHDTTT	CSCCBDD			
https://cdn.discordapp.com/attachments/489705372232450059/667175922410979328/PS_Messages_20200116_141837.jpg	snake	2,6	HDBBPTB	SBTHCBT	BTTSSHH	DSTBHCD	SCTCCCC	HCPDHBC			
https://cdn.discordapp.com/attachments/667111309715832877/667176039457226763/code_3.PNG	Blank	2,5,6	BCSHHHB	DTDHPST	TDBSTHC	DCBSPDP	TSBSPBP	PPSDTDD			
https://cdn.discordapp.com/attachments/556746588077162498/667525221770592279/PS-Messages-20200115-202332.png	BLANK	3,5,6	CBTBBSH	DDTDTBH	DSHCSTD	BCSHTBC	CDBSTSB	SSHPHDP	YES		
https://cdn.discordapp.com/attachments/530858031072804876/667179209747202048/unknown.png	Plus	3,6	CHSSCCB	BHCBCTD	CCHDBDH	SSDHTBC	TPCTHSB	HTSHDSS			
https://cdn.discordapp.com/attachments/489705372232450059/667179792067723264/PS_Messages_20200116_143400.jpg	Blank	1,3	TBSSPBH	SDHTHPC	PPHSSHC	BSTPHBD	CDDHBBT	SPTSHBS			
https://tjl.co/corridors-of-time/viewer.html#ICh0b29sLWFzc2lzdGVkKQlCbGFuawkyCUNUSFNUQ0gJU0hEQ1RTQglDQkhEQ0NUCURUQ0NDVEgJSFNDQkJTVAlUQkJIQ1BU	blank	side 2	CTHSTCH	SHDCTSB	CBHDCCT	DTCCCTH	HSCBBST	TBBHCPT			
https://cdn.discordapp.com/attachments/667180805189140520/667181760609517577/20200115202005_1.jpg	blank	2,5	SHSBBBD	DDHBCTS	BPBBBTH	DDHSCBH	CCHTPCS	CSTBSTT			
https://cdn.discordapp.com/attachments/489705372232450059/667184966794215444/PS_Messages_20200116_145444.jpg	Clover	5	BDTHHCH	BBCSPHS	PDDSHTC	PBTDPPS	HTTHBBT	DDBDCTP			
https://cdn.discordapp.com/attachments/489705372232450059/667186944635305996/PS_Messages_20200116_150233.jpg	Clover	6	PPPTPSC	CTBPCDP	HCPCCTP	BDCSHPB	PPDSPDB	TCCCSHD			
https://cdn.discordapp.com/attachments/666873697763590144/667183515703443476/unknown.png	Blank	2,5,6	TSPCCDH	CCCHHBC	HCPSPHS	TTPHBHH	PBSHDPT	HPSCPBP			
https://cdn.discordapp.com/attachments/489705372232450059/667189496063852544/PS_Messages_20200116_151245.jpg	Blank	5	HTBBTBT	HHHDBDT	TTHCBTH	HBBBSDT	CDBTDDT	CHDHHSB			
https://cdn.discordapp.com/attachments/666873697763590144/667186778473627668/unknown.png	Hex	4	CSCHPTB	CBHDSSH	SCCTCTS	HTCDDHC	CCPTPCB	SPCTHBH			
https://imgur.com/a/4U7hYGD	PLUS	3	PPCBDTT	HDHCDHD	DBSCCBD	TTTCDSH	HHDPPCB	TSPCHCB			
https://cdn.discordapp.com/attachments/489705372232450059/667191285337161728/PS_Messages_20200116_151953.jpg	Blank	5	BPDDDPS	BHHTBTC	CCHTPCH	PPCHDBB	DCDHDCT	BPCTDDB			
https://imgur.com/a/GI6UI0C	BLANK	2,5	HHCPCDB	CPBSTHP	HBTCTHS	SSBHBCD	PTSTDSS	TSPPDDH			
https://cdn.discordapp.com/attachments/412080313351536643/667192801343307787/unknown.png	Snake	5	TTPCBCH	PTSTTCB	STTBSDS	HSDDCHT	HHDHDTT	PHHTHPB			
https://imgur.com/a/2kjPHmH	BLANK	2,4	THCHSST	HHPSBTH	CPCPBCD	HBPCSTD	BBBBBBB	BBBBBBB	YES		
https://cdn.discordapp.com/attachments/489705372232450059/667194156917194764/PS_Messages_20200116_153116.jpg	Hex	5	CTSHCSC	DCHSBTB	BHTHDPC	BBHHCCB	TDTTPDB	TPTTHCT			
https://imgur.com/a/Zvbr5HA	BLANK	2,6	CHDBPPT	DPHCDSS	CHPTPSB	DTDDHSS	BTTBHTB	CPHSDPP			
https://cdn.discordapp.com/attachments/412080313351536643/667194798884519960/unknown.png	Snake	3	CSHHTCT	BBBTCSH	DBHCDHB	BHHTCHB	BTDBCDH	PPDPPSH			
https://cdn.discordapp.com/attachments/489705372232450059/667196044576292865/PS_Messages_20200116_153844.jpg	Blank	2	HHPPBSB	BBTPPHT	TTTTHPT	HDDPTDS	CCHCDTP	SDDPTHT			
https://imgur.com/qtUqh42	Blank	2	BSDBPPT	SPHBHCP	DHTPPDS	HCTPCHP	SHHTDBS	CBBSTDC			
https://imgur.com/a/Zx5iWc5	PLUS	2	CSDTDTC	TTDBPDS	TDDTPPS	PDPSBHS	BPHBHDP	SDPDSTP			
https://imgur.com/a/AMAP9jV	BLANK	1,4,5	DPBCCTS	DHSBCBP	BCHBHSB	DBCHTTS	SDSSSDP	TDPSBSH			
https://imgur.com/pgSNr83	Blank	3,5	BHSCPCB	CTDHCBB	HPSHDTC	BHTCSDD	TBDTHPB	PHPTSPH	YES		
https://steamcommunity.com/sharedfiles/filedetails/?id=1970107498	Diamond	2	HDPTHSP	THBCPPT	DTSDPCB	HDPSDPS	SDDHTTS	TTCHHPP			
https://cdn.discordapp.com/attachments/666873697763590144/667207987428982784/unknown.png	Blank	2,5	PSDCPBS	HDBSPDC	CDTCDSB	DCCDPHB	STSCCPP	CSHPTHB			
https://cdn.discordapp.com/attachments/628639955526352896/667210205850894341/unknown.png	Blank	3,5,6	BDCHHPH	DPPHTTH	HCTCDCT	DTSCSDH	HSDHHSS	TDTHCDD			
https://cdn.discordapp.com/attachments/666873697763590144/667210898733006849/unknown.png	Blank	4,5	HPPBCBD	BBTPSPS	CDDDSCD	DPCBHDS	DPPHPCP	HHTCSDH			
https://media.discordapp.net/attachments/667210490690273282/667211487953289246/IMG_20200115_222627.jpg?width=400&height=184	Blank	2,5	DCDCBDP	PSTTPTP	BHSHDDD	TSSPBBC	CHPPTHP	TBHSDHB			
https://cdn.discordapp.com/attachments/666873697763590144/667212949487747082/unknown.png	Blank	2,5	PHBSHHP	BBSCTPH	PBHDCDD	PDPBCDS	CBBTBPT	HCPHCPD			
https://cdn.discordapp.com/attachments/409932312764219393/667148826125139995/unknown.png	Blank	2,6	SSBPPHB	SDBHCCB	CPSDDCP	TCBPBPD	PPBBBDS	DBDBHPB			
https://cdn.discordapp.com/attachments/666873697763590144/667217889199390720/unknown.png	Blank	5	PSCCSDC	CPCTHPC	HBCSCCT	SCBTTCC	BDDHSDD	HCCCHSB			
https://cdn.discordapp.com/attachments/366562685829120000/667218625433698324/CBren09_Destiny2_20200116_04-05-23.png	Blank	2,4,6	BTSHTTP	TPPHPHT	TDHTTSH	DHSSSTB	SPBBSCC	DDPCHSH			
https://cdn.discordapp.com/attachments/666873697763590144/667111167189057566/Destiny_2_Screenshot_2020.01.15_-_16.01.21.47.png	hex	2,5	cbhdsss	ttdhbpc	htbpthd	hcstpdh	cpstcds	cstbccb			
https://tjl.co/corridors-of-time/viewer.html#ICh0b29sLWFzc2lzdGVkKQlQbHVzCTQsNglTSERQVFNQCVNIU1NEREQJUFRCQkJEVAlUSEREQ0RUCURIVEhEQ0QJU1BCU0JURA==	Plus	4,6	SHDPTSP	SHSSDDD	PTBBBDT	THDDCDT	DHTHDCD	SPBSBTD	YES		
https://drive.google.com/open?id=0B_yZY_Mz8pwJTl9mV3hHd0lTR3pQREljWWd4ZWktNkp1aUlB	Blank	2,3	SDDSDCC	SDTDTCT	TBPHHBS	STPCTSP	SCDTSCH	CBTBHTS	YES		
https://cdn.discordapp.com/attachments/503008793144328206/667224133922324504/puzzle_10pm.jpg	Diamond	3,6	PPSHSTT	PSCCCCT	SBSDHBS	SCPCBSD	BSBCPBT	BBBHPCB			
https://cdn.discordapp.com/attachments/526842845072719893/667226134655795200/unknown.png	Clover	3,4,5	BBHPDCD	SCCCSSB	BBBBBBB	BBBBBBB	BBBBBBB	STDDCSD			
https://cdn.discordapp.com/attachments/379707542319923200/667229022039834625/D2_CoT_Code1.png	Blank	2,5	TPPCTTH	HCTTSTT	DCHPHCS	BPDPTTB	PHTHTCP	SBCHBPS			
https://tjl.co/corridors-of-time/viewer.html#ICh0b29sLWFzc2lzdGVkKSAodG9vbC1hc3Npc3RlZCkJQmxhbmsJMSwyLDMsNCw1LDYJU0NEVEhCQwlTQ0NCVFNICVBEVERUREIJU0NEUEJIUAlTU1RCQ1NTCURDSFBIQ1M=	Blank	1,2,3,4,5,6	SCDTHBC	SCCBTSH	PDTDTDB	SCDPBHP	SSTBCSS	DCHPHCS			
https://tjl.co/corridors-of-time/viewer.html#ICh0b29sLWFzc2lzdGVkKSAodG9vbC1hc3Npc3RlZCkJQmxhbmsJMSwyLDMsNCw1LDYJU1RUQ1NCVAlCQlNUU0NECVNTSFBUUEQJQkJCQkJCQglTQ0NCQkNTCVNUUFRCSFQ=	Blank	1,2,3,4,5,6	STTCSBT	BBSTSCD	SSHPTPD	BBBBBBB	SCCBBCS	STPTBHT			
https://i.imgur.com/2qxNFsp.png	Blank	2,6	PBHDBCC	TPTSHSD	CPSBCCP	CCBDBHD	DPDPSCH	DHTTHHP			
https://i.imgur.com/0QS6TA0.png	Blank	3,4	SPPBCPB	SBSCDDS	CSTDCPT	CCDTBTT	BBBBBBB	BBBBBBB			
https://cdn.discordapp.com/attachments/666873697763590144/667233442672541711/Corridors_of_Time.jpg	blank	1,2	DBCHTTS	CDCBPHD	HDSTTPT	DBCBHTB	PSCTTTD	CPHPTTC			
https://i.imgur.com/O2TEUiG.jpg	Blank	3,6	HDCHSHH	HHTHCTT	HCCPSCC	SBDCCTD	CDBTTBP	TDSDCSS			
